place_id,name,info,opentime,lat,lon,address,category,phone,label,station,average_score,thumbnail,score_count
644,대나무집,,매일오전 11시 30분 - 오후 10시,35.1035727,129.0350778,부산광역시 중구 중앙동3가 13-8,1,051-466-8909,한식,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52716/53361/52716_53361_76_0_4391_20167581039191.jpg,0
645,좋은집,,월-금오후 4시 - 오후 10시|토요일오전 11시 - 오후 10시|휴무일매주 일요일,35.23265,129.0873595,부산광역시 금정구 장전동 416-19,1,051-515-7979,고기,부산대역 3번 출구에서407m,4.79,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210914093648598_photo_b6325dac86e1.jpg,21
646,순이네곱창,,"월,수,목,금,토/일오후 3시 - 자정 12시|휴무일매주 화요일",35.198922,129.098674,부산광역시 동래구 안락동 431-8,1,051-621-8899,곱창,충렬사역 2번 출구에서154m,4.52,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201210112037_photo1_523c47508d99.jpg,22
647,롯데리아,,매일오전 9시 30분 - 자정 12시,35.2152213,129.1039592,부산광역시 금정구 서동 195-15,1,051-532-1477,패스트푸드,서동역 1번 출구에서471m,4.84,,25
648,대신왕족발,,,35.1106428,129.0208773,부산광역시 서구 동대신동1가 107-5,1,,한식,,0,,0
649,정아식당,,,35.1197813,129.041004,부산광역시 동구 초량동 167-6,1,051-468-3440,한식,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191209125308697_photo_4edf91cf4b71.jpg,0
650,타이백스트릿 구서점,,"월,수,목,금,토/일오전 11시 - 오후 8시 30분|휴무일매주 화요일",35.2463446,129.0897508,부산광역시 금정구 구서동 414-77,1,051-514-0998,한식,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220206093617_photo1_6c63ee8c6c4e.jpg,0
651,씨푸드127,,매일오전 11시 - 오후 10시,35.1355418,129.0873407,부산광역시 남구 대연동 1761-11 회센터건물,1,051-643-0127,회,,0,,0
652,월매추어탕.뽈찜,,,35.1988028,129.0647953,부산광역시 동래구 사직동 69-8,1,051-507-7191,한식,사직역 3번 출구에서75m,4.2,,10
653,컴포즈커피 동래점,,"매일오전 7시 30분 - 오후 9시                                            (코로나 4단계 경우 홀 21:00까지 운영)|월-목오전 7시 30분 - 오후 10시                                            (테이크아웃가능 23:00)|금,토오전 7시 30분 - 오후 11시                                            (테이크아웃가능 24:00)|일요일오전 8시 - 오후 10시                                            (테이크아웃가능 23:00)",35.2054087,129.0791868,부산광역시 동래구 명륜동 533-113,1,,카페,동래역 2번 출구에서68m,4.34,,65
654,더벤티,,매일오전 9시 - 오후 8시 30분,35.2390538,129.0240141,부산광역시 북구 화명동 2324,1,051-364-4885,카페,수정역 2번 출구에서27m,4.46,,90
655,명장허짜장,,"월,화,목,금,토/일오전 11시 30분 - 오후 8시 30분|휴무일매주 수요일",35.2377783,129.0870072,부산광역시 금정구 장전동 222-2,1,051-512-2977,중식,장전역 3번 출구에서146m,4.47,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191213173445_photo1_bc30be366136.jpg,56
656,죽이야기 부산광안역점,,월-금오전 8시 50분 - 오후 8시 30분|토/일오전 8시 50분 - 오후 8시,35.1583909,129.1135497,부산광역시 수영구 광안동 142-6 광안협성엠파이어2 102호,1,051-751-6233,한식,,0,,0
657,한어부의고등어사랑,,매일오전 11시 - 오후 10시 30분|쉬는시간 매일오후 3시 - 오후 5시,35.1619042,129.1566793,부산광역시 해운대구 우동 639-9,1,051-746-9092,회,해운대역 7번 출구에서271m,4.47,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53563/53802/53563_53802_80_0_75_201791171030362.jpg,62
658,목화식당,,,35.1018891,129.0185515,부산광역시 서구 아미동2가 2-1,1,051-255-7771,분식,토성역 2번 출구에서140m,4.81,,13
659,우정식당,,,35.1356904,129.088452,부산광역시 남구 대연동 1760-1,1,051-628-8222,한식,대연역 6번 출구에서313m,5,,1
660,오정은의올김밥,,"월-금,토오전 8시 - 오후 9시|휴무일매주 일요일",35.1710445,129.0682007,부산광역시 부산진구 양정동 525,1,051-866-2351,분식,,0,,0
661,카펠라,,매일오전 8시 - 오후 9시,35.1370216,129.0986647,부산광역시 남구 대연동 73-11,1,051-621-6776,카페,경성대.부경대역 6번 출구에서92m,3.75,,2
662,땅땅치킨,,월-금오후 3시 - 자정 12시|토/일정오 12시 - 자정 12시,35.212589,128.9818722,부산광역시 강서구 대저1동 2342-3,1,051-973-6669,치킨,강서구청역 2번 출구에서162m,3.5,,2
663,국제상인 짬뽕족발,,"월-금,토오전 11시 - 오후 11시|휴무일매주 일요일",35.1042018,129.0357187,부산광역시 중구 중앙동4가 29-10,1,051-462-1223,중식,중앙역 11번 출구에서134m,4.48,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56009/58907/56009_58907_80_0_6853_20161122132550741.jpg,69
664,바다사랑횟집,,매일오후 5시 - 오후 11시,35.2322661,129.0887551,부산광역시 금정구 장전동 394-5,1,051-512-7944,회,부산대역 3번 출구에서225m,4.81,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54243/52898/54243_52898_86_0_943_20161122153253793.jpg,32
665,삼환축산,,매일오후 4시 - 자정 12시 30분,35.204861,129.0825862,부산광역시 동래구 명륜동 472-2,1,,고기,수안역 3번 출구에서319m,4.84,,64
666,한밥구내식당,,매일오전 11시 30분 - 오후 6시|쉬는시간 매일오후 1시 - 오후 5시 30분,35.1545869,128.9861346,부산광역시 사상구 감전동 132-7,1,051-329-7808,한식,감전역 3번 출구에서638m,3.8,,5
667,홍콩반점0410,,매일오전 11시 20분 - 오후 9시 30분,35.2101703,129.0085556,부산광역시 북구 덕천동 414-1,1,051-336-6066,한식,덕천역 9번 출구에서229m,4.71,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57938/52494/57938_52494_77_0_7343_2014111311361545.jpg,66
668,삼성갈미조개,,매일오전 10시 30분 - 오후 9시,35.1015093,128.9290333,부산광역시 강서구 명지동 1532-14,1,051-271-0722,한식,,4.68,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210608080027589_photo_15aff1843b38.jpg,55
669,칼슘왕멸치쌈밥,,매일오전 11시 - 오후 9시 30분,35.2056734,129.0657965,부산광역시 동래구 온천동 1236-9,1,051-505-2019,한식,미남역 5번 출구에서239m,4.07,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59316/57827/59316_57827_74_0_8583_2018813313265.jpg,23
670,천라쿵푸마라탕 화명덕천직영점,,매일오전 10시 - 오전 3시,35.2087221,129.0088419,부산광역시 북구 덕천동 432-28,1,051-989-1060,중식,덕천역 9번 출구에서376m,5,,3
671,밥아저씨김밥,,,35.0838994,128.8777231,부산광역시 강서구 신호동 236-5,1,051-831-4224,분식,,4.32,,14
672,피자헛,,매일오전 11시 - 오후 11시,35.2484629,129.0908516,부산광역시 금정구 구서동 86-89,1,070-4282-1007,패스트푸드,구서역 3번 출구에서96m,4.62,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51797/52210/51797_52210_80_0_2284_20184216018895.jpg,82
673,쭈꾸미가 알고싶다 중앙동점,,,35.0982716,129.0217891,부산광역시 서구 토성동5가 10-6 1층(),1,051-247-0116,낙지/낙곱새,,0,,0
674,제주이마이가 연산점,,매일오전 11시 30분 - 오후 10시 30분,35.1781928,129.0854042,부산광역시 연제구 연산동 685-36,1,051-852-3373,고기,물만골역 4번 출구에서84m,4.51,,77
675,신흥각,,,35.2151894,128.9809962,부산광역시 강서구 대저1동 2380-6,1,051-972-1646,중식,강서구청역 2번 출구에서505m,4,,9
676,양돈산업,,월-금오후 4시 30분 - 자정 12시|일요일오후 4시 30분 - 오후 11시,35.1741728,129.174288,부산광역시 해운대구 좌동 908-2 2층,1,051-703-6768,고기,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200330123932_photo1_5a5d883ab05c.jpg,0
677,아담스테이블,,"월,화,목,금,토/일오전 11시 30분 - 오후 9시|쉬는시간 매주 월,화,목,금,토/일오후 3시 - 오후 5시|휴무일매주 수요일",35.1558777,129.0641138,부산광역시 부산진구 전포동 680-4,1,,양식,전포역 7번 출구에서260m,4.54,,75
678,우성갈비화로구이,,월-금오전 11시 30분 - 오후 10시|휴무일매주 일요일,35.1646479,129.0539484,부산광역시 부산진구 범전동 212-55,1,051-817-5432,고기,부전역 2번 출구에서795m,4.48,,25
679,아키투,,"월-목오후 6시 - 오후 11시 20분|금,토오후 5시 - 오전 1시|일요일오후 5시 - 오후 10시",35.0986217,129.0321757,부산광역시 중구 남포동2가 12-3,1,,술집,남포역 1번 출구에서222m,4.59,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/2019-08-25-19-09-07.jpg,28
680,목포주가,,월-금오전 11시 30분 - 오전 4시|일요일오후 5시 - 자정 12시|쉬는시간 매주 월-금오후 2시 30분 - 오후 5시,35.1021585,129.0341134,부산광역시 중구 동광동3가 33,1,051-231-8987,한식,중앙역 5번 출구에서254m,4.25,,6
681,바이비니,,"화,수,목,금,토/일오전 11시 - 오후 9시|휴무일매주 월요일",35.1098853,128.9323051,부산광역시 강서구 명지동 3206-17,1,,카페,,4.85,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211016083746915_photo_43fde11766ba.jpg,20
682,쑝쑝돈까스 부산지사점,,월-금오전 10시 30분 - 오후 9시                                            (홀 last order 20:30 배달 21:00)|토/일오전 10시 - 오후 9시                                            (홀 last order 20:30 배달 21:00),35.1501141,128.8348795,부산광역시 강서구 지사동 1188-16,1,051-831-1090,양식,,5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220301070036325_photo_d3f3f4f9ef19.jpg,2
683,족스토리,,,35.1416391,129.1011804,부산광역시 남구 대연동 110-1,1,051-611-7156,한식,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55591/58758/55591_58758_89_0_5620_20141113125553949.jpg,0
684,남포갈비집,,매일오후 4시 - 오전 4시,35.0993347,129.026648,부산광역시 중구 부평동1가 39-18,1,051-257-9220,고기,자갈치역 3번 출구에서267m,4.71,,17
685,본죽,,매일오전 9시 30분 - 오후 8시 30분,35.1395206,129.1082198,부산광역시 수영구 남천동 251 청운빌딩,1,051-626-6477,한식,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54320/54397/54320_54397_74_0_5126_2016111792237300.jpg,0
686,오니기리와이규동,,매일오전 10시 - 오후 9시 30분,35.1535152,129.0587623,부산광역시 부산진구 부전동 241-20,1,051-816-0290,일식,서면역 1번 출구에서411m,4.4,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58888/59885/58888_59885_80_0_4933_2016522151116445.jpg,42
687,간바레 쿠,,"월-금,토오후 5시 - 자정 12시|휴무일매주 일요일",35.0992246,129.0359957,부산광역시 중구 동광동1가 1-42,1,051-244-9114,이자카야,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200105121343_photo1_c97eb69f6be8.jpg,0
688,영덕대게시청직판장,,,35.1832434,129.0738565,부산광역시 연제구 거제동 457-30,1,051-863-3572,기타,시청역 7번 출구에서585m,5,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54579/57814/54579_57814_74_0_936_20161114164650349.jpg,2
689,알이커피,,,35.179665,129.0747635,부산광역시 연제구 연산동 1000,1,051-851-7900,카페,시청역 1번 출구에서364m,4.33,,48
690,친절한 근자씨 양곱창,,매일오후 3시 - 오전 2시,35.1875809,129.0827654,부산광역시 연제구 연산동 723-7,1,051-323-2587,곱창,연산역 16번 출구에서217m,4.95,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201117053912_photo1_523c47508d99.jpg,22
691,한양왕족발,,,35.1742068,129.0658193,부산광역시 부산진구 양정동 503-38,1,051-862-6377,한식,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54679/56965/54679_56965_86_0_1612_201722420164217.jpg,0
692,압구정봉구비어,,,35.1181079,128.9604702,부산광역시 사하구 하단동 1157-7,1,051-920-9592,술집,,3.67,,3
693,가마솥복매운탕추어탕,,매일오전 11시 - 자정 12시,35.0989879,129.0223563,부산광역시 서구 토성동1가 34-1,1,051-247-3618,한식,,0,,0
694,소문난가야밀면,,매일오전 11시 - 오후 9시,35.1817095,129.0728164,부산광역시 연제구 거제동 486-1,1,051-862-5880,밀면,시청역 5번 출구에서450m,4.54,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211102013739_photo1_3a43f1b15625.jpg,47
695,얼룩개,,"월-금,토오전 11시 30분 - 오후 8시|휴무일매주 일요일",35.2000672,129.0892498,부산광역시 동래구 낙민동 211-5 2층,1,,카페,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211224181939_photo1_3a43f1b15625.jpg,0
696,배산면가,,매일오전 11시 - 오후 8시 30분,35.1746913,129.0919785,부산광역시 연제구 연산동 2135-3,1,051-851-8993,한식,배산역 6번 출구에서315m,4.7,,23
697,스타벅스,,"월,화,목,금,토오전 8시 - 오후 9시|수요일오전 9시 - 오후 9시",35.1700743,129.0692627,부산광역시 부산진구 양정동 363-1,1,1522-3232,카페,양정역 2번 출구에서334m,4.27,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190211111948_photo1_37dba9476e15.jpg,11
698,남자마늘보쌈,,매일오전 11시 30분 - 오후 10시,35.1860016,129.0832737,부산광역시 연제구 연산동 730-20,1,051-853-0090,한식,연산역 10번 출구에서82m,4.19,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55888/55348/55888_55348_80_0_1057_2016121418203644.jpg,24
699,우산커피 조방점,,월-금오전 8시 - 오후 5시 30분|토요일오전 9시 - 오후 5시|휴무일매주 일요일,35.1387245,129.0634758,부산광역시 동구 범일동 830-140 103호,1,051-631-7577,카페,,0,,0
700,서면시장통만만정,,매일오전 10시 - 오후 11시,35.1556577,129.0581568,부산광역시 부산진구 부전동 256-6,1,051-803-1554,한식,서면역 7번 출구에서181m,4.37,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200531104435_photo1_c96b6d5be2a3.jpg,101
701,돗가비장어구이,,매일오전 10시 - 오후 11시                                            (매달 첫째주 일요일 휴무),35.2096758,129.0370026,부산광역시 북구 만덕동 286-4,1,051-333-6661,한식,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54846/57366/54846_57366_89_0_6319_201841821854812.jpg,0
702,재첩마을 섬진강,,매일오전 9시 30분 - 오후 9시 30분,35.1717096,129.1730528,부산광역시 해운대구 중동 175-1,1,051-742-8252,한식,장산역 12번 출구에서387m,3.19,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190827094551_photo1_e664af45f59e.jpg,8
703,용철이떡갈비,,,35.2082939,129.0373332,부산광역시 북구 만덕동 845-4,1,,한식,만덕역 1번 출구에서523m,0,,0
704,냉삼집,,매일오후 5시 - 자정 12시,35.1963824,129.0581367,부산광역시 동래구 사직동 90-10,1,051-502-1502,고기,사직역 3번 출구에서760m,4.48,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56786/55817/56786_55817_86_0_8111_201881813720466.jpg,26
705,최가아구찜,,매일오전 11시 - 오후 10시,35.1667273,128.9821955,부산광역시 사상구 괘법동 523-15,1,050-7977-0790,찜,사상역 5번 출구에서363m,4.5,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55791/54477/55791_54477_80_0_4130_2017527231531649.jpg,2
706,원카츠 사직점,,"화,수,목,금,토/일오전 11시 - 오후 8시 30분|휴무일매주 월요일",35.1975428,129.0650885,부산광역시 동래구 사직동 66-9,1,051-507-1333,양식,사직역 1번 출구에서66m,4.8,,5
707,카페앨리스,,"월,수,목,금,토오전 11시 - 오후 11시|휴무일매주 일요일",35.1015179,129.035235,부산광역시 중구 중앙동2가 21-6 2층,1,051-925-5598,술집,,0,,0
708,원조아구찜,,,35.1993584,129.0612687,부산광역시 동래구 사직동 49-31,1,051-506-6090,찜,사직역 3번 출구에서467m,4.31,,8
709,채선당 샤브보트 롯데백화점 광복점,,매일오전 10시 30분 - 오후 10시,35.096715,129.0367482,부산광역시 중구 중앙동7가 20-1 10층,1,,고기,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210502043611_photo1_0d48bb7874ad.jpg,0
710,오오키니,,"월요일오후 6시 - 오전 1시|수-금,토/일오후 4시 - 오후 9시|휴무일매주 화요일",35.1353611,129.0990791,부산광역시 남구 대연동 63-1,1,070-8234-2887,이자카야,경성대.부경대역 5번 출구에서253m,4.33,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200510213028_photo1_wP3KozDlpWwg.jpg,21
711,커피스미스 서면카페거리점,,,35.1553036,129.0640054,부산광역시 부산진구 전포동 687-20,1,051-805-8685,카페,전포역 7번 출구에서230m,4.55,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52139/51228/52139_51228_80_0_7580_2017327171758934.jpg,73
712,우리터닭집,,매일오후 4시 - 자정 12시                                            (연중무휴),35.2289685,129.0851792,부산광역시 금정구 장전동 423-22,1,051-513-8225,치킨,부산대역 1번 출구에서503m,5,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59995/51043/59995_51043_86_0_2612_201612116414593.jpg,2
713,뚱삼이와대삼이,,매일오후 5시 - 오전 1시,35.1568927,129.1144436,부산광역시 수영구 광안동 144-18,1,051-621-7675,고기,광안역 3번 출구에서146m,4.7,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211012024849_photo1_41b1778b5b78.jpg,48
714,행운커피숍,,,35.1353426,129.0840155,부산광역시 남구 대연동 1766-5,1,051-635-1213,카페,,0,,0
715,국수랑추어탕,,,35.2003889,129.0990342,부산광역시 동래구 안락동 425-51,1,051-522-2848,한식,충렬사역 4번 출구에서201m,0,,0
716,장수꼬리곰탕,,매일오전 10시 30분 - 오후 10시,35.2330797,129.0084656,부산광역시 북구 화명동  2293-1,1,051-361-7500,한식,화명역 1번 출구에서760m,4.51,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52692/51422/52692_51422_83_2_9517_2013111071931373.jpg,68
717,죽이야기 롯데캐슬점,,매일오전 10시 - 오후 8시 30분                                            (연중무휴(명절휴무)),35.2492295,129.0878929,부산광역시 금정구 구서동 775-5,1,051-513-8188,한식,구서역 3번 출구에서407m,4.59,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51602/50400/51602_50400_80_0_1664_2018420223823358.jpg,11
718,총각네 식육식당,,"월-금,토오후 4시 30분 - 오후 11시|휴무일매주 일요일",35.1646265,128.9852635,부산광역시 사상구 괘법동 274-34,1,051-313-8881,고기,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20181210081101_photo1_oh0163F0r7iT.jpg,0
719,착한돼지 서면점,,매일오전 11시 30분 - 오후 10시|쉬는시간 매일오후 3시 - 오후 5시,35.1551384,129.0612616,부산광역시 부산진구 부전동 175,1,051-808-0712,고기,서면역 2번 출구에서297m,3.97,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20180813065235_photo1_6sSAzwijXQdv.jpg,78
720,예향정,,매일오전 10시 30분 - 오후 10시|쉬는시간 매일오후 3시 30분 - 오후 5시,35.107921,128.9266295,부산광역시 강서구 명지동 3448-2,1,051-208-8811,한식,,4.29,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210424104526603_photo_u2yTETycmQve.jpg,84
721,왕호돌왕갈비,,매일오전 11시 - 오후 10시 30분,35.1704124,128.9825087,부산광역시 사상구 덕포동 422-15,1,051-303-3085,고기,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57412/57920/57412_57920_89_0_6757_2018418161138181.jpg,0
722,치면식당,,,35.1568526,129.0566466,부산광역시 부산진구 부전동 503-15 롯데백화점 지하2층,1,,한식,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210817091758551_photo_30315f45c3f7.jpg,0
723,빌라빌레쿨라,,,35.198323,129.0696328,부산광역시 동래구 사직동 125-39,1,,카페,사직역 2번 출구에서510m,4.65,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211121083545_photo1_6c63ee8c6c4e.jpg,30
724,앤그레이커피로스터스,,매일오전 10시 30분 - 오후 10시,35.107921,128.9266295,부산광역시 강서구 명지동 3440-6,1,070-7778-6067,카페,,4.71,,75
725,남천 모소리,,매일오후 5시 - 자정 12시,35.140293,129.1084256,부산광역시 수영구 남천동 228,1,070-7626-1002,고기,남천역 3번 출구에서155m,4.65,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210409043513_photo1_fbebaacd6cc1.jpg,64
726,해운대 명물튀김,,,35.16215,129.1627263,부산광역시 해운대구 중동 1394-238,1,051-743-3580,분식,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200826074820956_photo_3d85765b9d2d.jpg,0
727,대패가조아,,,35.2058701,129.0792984,부산광역시 동래구 명륜동 548-28,1,051-552-9921,한식,동래역 4번 출구에서121m,4.55,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210423114328_photo2_d866ef883f79.jpg,21
728,힘센낙지,,매일오전 11시 - 오후 10시                                            (매주 월요일은 쉽니다),35.2303338,129.1559042,부산광역시 해운대구 반송동 40-975,1,051-917-0702,낙지/낙곱새,윗반송역 2번 출구에서352m,4.62,,28
729,강가면옥,,,35.1037689,129.034895,부산광역시 중구 중앙동3가 19-11,1,051-463-1191,한식,중앙역 7번 출구에서179m,4.42,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56446/55863/56446_55863_80_0_4557_2017329203931498.jpg,49
730,스테레오타입 오브 부산,,"월,수,목,금,토/일오전 11시 30분 - 오후 9시|쉬는시간 매주 월,수,목,금,토/일오후 3시 - 오후 5시|휴무일매주 화요일",35.1548761,129.0646517,부산광역시 부산진구 전포동 686-4,1,051-803-5678,양식,전포역 7번 출구에서88m,4.67,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211211011035_photo1_836e761c0fca.jpg,75
731,미스사이공,,매일오전 10시 30분 - 오후 9시 30분,35.107921,128.9266295,부산광역시 강서구 명지동 3412-3,1,051-265-0420,한식,,4.28,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191106075737_photo1_7cab7029cffe.jpg,16
732,수라국밥,,매일24시간 영업,35.13611,129.0993898,부산광역시 남구 대연동 68-17,1,051-627-5557,한식,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200221092308_photo1_6b8cf70e0d4c.jpg,0
733,청사포횟집,,매일오전 11시 30분 - 오후 11시,35.2098937,129.0753737,부산광역시 동래구 온천동 707-1,1,051-557-1667,회,명륜역 5번 출구에서550m,4.86,,43
734,신필성참치,,매일오후 5시 - 오전 1시                                            (저녁11시 40분까지 입장가능),35.0997709,128.9935586,부산광역시 사하구 괴정동 967-1,1,051-292-1555,초밥/스시,괴정역 8번 출구에서29m,5,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55756/50867/55756_50867_89_0_1260_201612518611106.jpg,2
735,핸즈커피 범어사역점,,"월,수,목,금오전 8시 - 오후 9시|화,토/일오전 10시 - 오후 9시",35.2711529,129.0923691,부산광역시 금정구 남산동 24-13,1,051-516-3476,제과점,범어사역 1번 출구에서144m,4.81,,29
736,그루토카페,,매일오전 11시 30분 - 오후 11시,35.1637309,129.1286175,부산광역시 수영구 민락동 336-13,1,070-4221-9697,카페,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201108041218_photo1_b98691f84aa1.jpg,0
737,마실감,,"월-금,토오후 5시 - 오후 9시|휴무일매주 일요일",35.2128653,129.078744,부산광역시 동래구 온천동 473-9,1,,술집,명륜역 5번 출구에서146m,5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/review_photo_5e975eadbad8_20190525232507.jpg,11
738,용문각,,매일오전 11시 - 오후 8시 30분,35.076905,128.9775838,부산광역시 사하구 장림동 307,1,051-263-9494,한식,신장림역 4번 출구에서127m,4.8,,10
739,아이앤커피바,,"월-금,토오전 11시 - 오후 9시|휴무일매주 일요일",35.0975777,128.9593191,부산광역시 사하구 신평동 607-13,1,,카페,신평역 9번 출구에서262m,5,,15
740,청정횟집,,,35.0966394,129.0305933,부산광역시 중구 남포동4가 37-1,1,,회,남포역 2번 출구에서278m,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200517033322_photo1_7009821d2a8a.jpg,0
741,포르타나,,매일정오 12시 - 오후 9시,35.1642769,129.1577743,부산광역시 해운대구 우동 532-18,1,051-741-1131,패스트푸드,해운대역 4번 출구에서145m,4.39,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220211053050_photo1_416d06cabbeb.jpg,52
742,가장맛있는족발 하단점,,,35.1074147,128.9660114,부산광역시 사하구 하단동 527-4,1,051-294-0116,한식,하단역 7번 출구에서237m,4.4,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56302/50962/56302_50962_85_0_990_2014111304626684.jpg,25
743,청년다방 부산서면점,,매일오전 11시 - 오후 11시,35.1540326,129.059489,부산광역시 부산진구 부전동 195-3,1,051-802-8814,분식,전포역 3번 출구에서353m,4.33,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210405080036_photo1_1e7a94743023.jpg,12
744,고봉민김밥 장전점,,,35.2264828,129.0828294,부산광역시 금정구 장전동 629-6,1,051-582-5051,분식,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57841/56120/57841_56120_85_4_6123.jpg,0
745,리스또란떼,,매일오전 6시 30분 - 오후 9시 30분|쉬는시간 매일오전 10시 - 정오 12시,35.219814,129.0820719,부산광역시 동래구 온천동 137-7 텔농심 본관 1층,1,051-550-2301,뷔페,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220202113203_photo1_26349d9573d0.jpg,0
746,오레시피 부산서면점,,"월-금,토오전 11시 - 오후 8시|휴무일매주 일요일",35.1514547,129.0611259,부산광역시 부산진구 부전동 537-9,1,051-808-5501,기타,전포역 3번 출구에서462m,4.2,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50291/57970/50291_57970_85_0_2082_2015612191213678.jpg,10
747,완동반점,,"월-금,토오전 9시 - 오후 9시|휴무일매주 일요일",35.1111313,128.9655529,부산광역시 사하구 하단동 497-25 에덴맨션,1,051-207-6654,중식,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55030/50580/55030_50580_77_0_7967_2016111714027609.jpg,0
748,퍼지네이블 서면점,,매일오후 5시 - 오전 5시,35.1538505,129.060932,부산광역시 부산진구 부전동 220-10,1,051-817-2242,술집,전포역 7번 출구에서466m,4.54,,14
749,어랏투고 장산역점,,"월-금,토오전 8시 - 오후 9시|일요일오전 9시 - 오후 8시",35.1691183,129.1766665,부산광역시 해운대구 좌동 1479-1,1,051-704-0604,카페,장산역 7번 출구에서35m,4.41,,63
750,남원추어탕,,"월-금,토오전 10시 - 오후 9시|휴무일매주 일요일",35.1547894,128.9832867,부산광역시 사상구 감전동 131-14,1,051-959-0105,한식,사상역 1번 출구에서860m,4.77,,15
751,어부홍씨횟집,,,35.0815985,128.9651094,부산광역시 사하구 장림동 1124-6,1,,회,,4.5,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58032/57279/58032_57279_73_0_9134_201611101651916.jpg,9
752,느린국수,,매일오전 10시 - 오후 8시|쉬는시간 매일오후 3시 - 오후 3시 30분,35.1750039,129.0798333,부산광역시 연제구 연산동 844-23,1,051-851-8820,분식,시청역 2번 출구에서628m,0,,0
