place_id,name,info,opentime,lat,lng,address,category,phone,label,station,average_score,thumbnail,score_count,theme_keyword
12171,스카이워크 시리즈,"오륙도 스카이워크 
2012년 개장한 '오륙도 스카이워크'는 35m의 해안 끝 절벽에 위치하고 있다. 아래가 내려다보이는 투명한 유리 바닥은 고하중을 견딜 수 있는 방탄유리로 만들어졌다. 동해와 남해가 만나는 에메랄드 빛 오륙도 앞바다는 그야말로 장관이다.

송도 구름산책로
대한민국 제1호 공설해수욕장인 송도해수욕장에 부산 최대 규모의 스카이워크 ‘구름산책로’가 있다. 구름산책로에서 바라보는 송도 바다는 너무나 아름답다. 저 멀리 대형 선박이 점점이 떠 있고, 하늘 위로는 색색의 케이블카가 오르내린다.

청사포 다릿돌 전망대
청사포의 다릿돌 전망대는 청사포 마을을 상징하는 푸른 용을 형상화해 독특한 곡선의 형태로 만들어졌다. ‘다릿돌’은 청사포 해안에서 해상 등대까지 가지런히 늘어선 다섯 암초가 마치 징검다리 같다고 하여 붙여진 이름이다. ","연중무휴(눈, 비, 강풍 및 시설 개·보수 시 개방 제한)",35.100853,129.1243,"오륙도 스카이워크 부산광역시 남구 오륙도로 137 
송도 구름산책로 부산광역시 서구 송도 해변로 156
청사포 다릿돌 전망대 부산광역시 해운대구 청사포로 167 ",0,"051-607-6395
",즐길거리,,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225171918703_ttiel,0,"['재미있는', '깨끗한', '화려한', '편안한', '웅장한', '공원', '유람선', '전망대', '해안산책로', '야경', '주말나들이', '가족여행', '경치', '드라이브', '등산']"
12172,민락수변공원,"바다에서 불어오는 바람을 가장 먼저 맞는 곳.
마린시티와 광안대교의 야경을 가장 가까운 곳에서 만나는 곳.
여름이면 남녀노소가 모이는 휴식처, 민락수변공원이다.

1997년 개장한 민락수변공원은 마린시티와 광안대교가 생기기 이전부터 부산시민들의 휴식처로 사랑받아왔다. 푸른 하늘과 끝없는 바다가 한눈에 펼쳐지는 풍경은 주변의 환경이 여러 번 바뀌는 동안에도 그 자리를 굳건히 지켜왔다.
푸른 바다의 탁 트인 풍경은 보는 이들의 마음까지 시원하게 해주는 듯하다. 낮의 수변공원이 조용하게 혼자만의 바다를 만끽할 수 있는 매력이 있다면, 밤이 된 수변공원은 활기와 낭만이 넘친다. 특히 여름밤의 수변공원은 열대야를 날려버리고자 하는 사람들로 북적인다.",연중무휴,35.155907,129.13435,부산 수영구 광안해변로 361 ,0,051-610-4742,공원,,4.33,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225174730014_ttiel,35,"['분위기좋은', '낭만적인', '깨끗한', '화려한', '활기찬', '수변공원', '밤바다', '야경', '횟집', '포장마차', '핫플레이스', '경치', '데이트', '드라이브', '싱싱한']"
12173,송도해수욕장,"나이 지긋한 어르신의 추억 속 해수욕장이 젊은이들의 핫플로 다시 태어났다면?
SNS를 뜨겁게 달구며 너도나도 업로드 경쟁중인 장소의 주인공 송도해수욕장으로 간다.

송도해수욕장은 1913년에 개장한 우리나라 1호 해수욕장으로 개장 100주년을 넘어선 해수욕장이다. 1960~70년대 최고의 전성기를 누렸으나 80년대에 들어서면서 아무도 찾지 않는 쓸쓸한 해수욕장이 되어버렸다. 하지만 천혜의 자연환경을 가진 송도해수욕장의 훼손을 안타까워하는 마음이 모여 지속적인 정비가 이루어졌고, 그 결과 예전보다 더 아름다운 해수욕장으로 변모하였다. 깨끗한 모래사장과 맑은 수질, 구름산책로, 해상케이블카를 가진 송도해수욕장은 이제 연간 500만이 넘는 관광객이 찾는 명소가 되었다.",연중무휴,35.07595,129.01694,부산광역시 서구 송도해변로 100,0,051-240-4000,해변,,4.75,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225175459392_ttiel,28,"['재미있는', '아담한', '깨끗한', '화려한', '편안한', '밤바다', '해변', '해안산책로', '야경', '횟집', '핫플레이스', '경치', '가족나들이', '드라이브', '기차여행']"
12174,아미산전망대,"영남지방 전역을 시원하게 관통하는 낙동강, 그 끝자락이 남해와 만나 바다가 되기 직전 강줄기 따라 실려 온 모래는 거대한 삼각주가 되어 비옥한 땅을 이룬다. 풍부한 먹이와 깨끗한 수질로 수많은 철새들의 삶의 터전이 되는 낙동강 하류. 강과 바다가 만나 이루는 환상적인 분위기를 느끼고 싶다면 아미산전망대로 가보자.","1월 1일, 월요일",35.052727,128.96075,부산광역시 사하구 다대낙조2길 77,0,051-265-6863,전망대,,4.5,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225180243523_ttiel,6,"['느낌있는', '평온한', '편안한', '신비한', '야경', '분수', '전망대', '산책로', '일몰', '나들이', '경치', '드라이브', '등산', '휴식']"
12175,아미동 비석마을,"도로 하나를 사이에 두고 감천문화마을과 나란히 펼쳐지는 아미동 비석문화마을.
산복도로 르네상스 시대를 맞아 방문하는 관람객들로 분주해진 산동네 마을 중 하나이다.

6.25 전쟁 통에 가재도구만 짊어지고 무작정 나선 피난길. 부산역으로 자꾸 몰려드는 피난민들에게 공무원이 쥐어준 작은 쪽지에는 짧은 주소가 하나 적혀 있었다.
‘아미동 산19번지’, 앞으로 그들이 터를 잡고 살아가야 할 곳, 아미동 비석문화마을의 시작이었다.
일본인들의 공동묘지였던 아미동 산비탈 일대는 해방 후 그대로 방치되었다가, 부산으로 피난 온 사람들이 이 곳에 터를 잡게 되면서 주거지로 점차 바뀌게 되었다.",연중무휴,35.099068,129.0127,부산광역시 서구 아미로49,0,,즐길거리,,4,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226093554532_ttiel,2,"['화려한', '작은규모', '시장', '전망대', '박물관', '야경', '복숭아', '숨은', '경치', '힐링', '유물', '등산']"
12176,부산시립미술관,"대형/소형 전시실, 로비전시실, 옥외전시실, 어린이미술관, 이우환공간, 카페테리아 등을 갖춘 복합문화공간이다. 다양한 현대미술작품을 발굴하여 전시하고 있으며, 다채로운 문화행사와 체험프로그램도 운영한다.

** 코로나19의 여파로 부산시립미술관은 이용제한이 있을 수 있으니 사전에 홈페이지 안내사항을 꼭 확인해 주세요.","1월 1일, 매주 월요일",35.16702,129.1369,부산광역시 해운대구 APEC로 58,0,051-744-2602,아트갤러리,,4.15,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226100545553_ttiel,26,"['감각적인', '재미있는', '화려한', '신비로운', '편안한', '미술관', '박물관', '비엔날레', '야경', '도서관', '숨겨진', '신선한', '데이트', '힐링', '유물']"
12177,오랑대공원,"갯바위에 부딪치는 파도소리가 마음의 평안을 가져다주는 오랑대공원.
해안가 산책로를 걸으며 바다감성 만끽하고 밤이면 인근 대변항의 야경까지 더해 낭만적인 시간을 보낼 수 있는 곳. 언제부턴가 캠핑을 즐기는 사람들이 삼삼오오 모여들었다.
바다 야경과 일출을 모두 볼 수 있는 곳으로 오랑대공원 만한 곳이 있을까. 금빛 바다를 배경으로 우뚝 솟은 용왕단의 검은 실루엣은 오랑대 일출의 장관이다.",연중무휴,35.205246,129.22583,부산광역시 기장군 기장읍 기장해안로 340,0,,공원,,4.12,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226101451768_ttiel,17,"['공원', '쾌적한', '산책', '산책로', '평화로운']"
12178,국립수산과학관,"전시관 입구에서부터 참고래 실물 뼈가 관람객을 놀라게 하는 국립수산과학관으로 가보자.
신비로운 푸른 바다 복도를 지나 신기하고 재미있는 바다 친구들이 어린이들을 기다린다. 선박을 조종하는 키를 잡은 손에서 미래 해양인의 꿈이 자란다.

** 코로나19의 여파로 국립수산과학관은 이용제한이 있을 수 있으니 사전에 홈페이지 안내사항을 꼭 확인해 주세요.","매주 월요일, 설날?추석연휴",35.193687,129.22423,부산광역시 기장군 기장읍 기장해안로 216,0,051-720-3061,박물관,,4.6,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226102157667_ttiel,5,"['재미있는', '웅장한', '닥터피쉬', '과학관', '고래', '박물관', '나들이', '경치', '데이트', '비오는날', '체험관']"
12179,요산문학관,"요산문학관은 부산의 변방, 소외된 사람들의 삶을 소설로 고발한 요산 김정한 선생의 문학을 기리는 공간이자 지역민들을 위한 열린 문화 공간이다.
일제강점기와 한국전쟁을 지나며 권력에 빌붙어 불의를 일삼는 사람들을 향해 그의 소설 속 주인공은 ‘사람답게 살아가라’고 일침을 놓는다. 요산문학관에서 만나는 김정한 선생은 너그러운 웃음 가진 옆집 할아버지의 모습이지만, 민중을 선동하는 요주의 작가로 지목될 만큼 평생을 민족의식 고취에 남다른 의욕을 보였다.
전시관에는 선생의 육필원고와 직접 만든 한글카드, 소장도서 등이 전시되어 있다.

** 코로나19의 여파로 요산문학관은 이용제한이 있을 수 있으니 사전에 홈페이지 안내사항을 꼭 확인해 주세요.","월요일, 국경일",35.27258,129.08571,부산광역시 금정구 팔송로 60-6,0,051-515-1655,역사박물관,,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226105751809_ttiel,0,"['기념관', '생가', '작품전시', '자필원고', '소장도서', '고즈넉한', '옛스러운분위기']"
12180,박차정의사 생가,"박차정의사 생가는 동래구 낙민역에서 안내 표지판을 따라 걸음을 옮기기만 하면 쉽게 만날 수 있다. 주택가 골목 사이에 펄럭이는 태극기와 함께 소담한 생가가 자리하고 있다.
박차정의사는 동래일신여학교에서 항일 학생운동을 주도하였고 이후 중국으로 망명해 의열단의 핵심단원으로 활동하며 죽을 때까지 민족과 여성의 해방을 외쳤다.
오늘의 평화를 선물해주신 독립운동가 분들께 잠시나마 감사한 마음을 새겨보는 것도 좋겠다.","월요일, 1월1일, 명절연휴, 임시공휴일",35.201904,129.0904,부산광역시 동래구 명륜로98번길 129-10,0,051-556-0527,역사박물관,,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226110347271_ttiel,0,"['기념관', '생가']"
12181,우장춘 기념관,"일본에서 나고 자란 농학자 우장춘 박사는 해방 후 한국정부의 초청으로 귀국한 뒤 일본에 의존할 수밖에 없었던 채소종자를 품종개량을 통해 국내 완전자급이 가능하도록 전력을 기울인 분이다.
아버지의 지난 과오에 속죄하는 마음으로 우리나라 땅에 맞는 작물을 연구?개발하는데 헌신하였고 그 덕에 후손들은 맛있는 토종 작물을 먹을 수 있게 되었다. 오늘은 기념관에 들러 우장춘 박사께 존경의 마음을 전해보는 건 어떨까.","월요일, 1월 1일, 설?추석 연휴",35.213547,129.07202,부산광역시 동래구 우장춘로62번길 7,0,051-550-6633,역사박물관,,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226110901484_ttiel,0,"['박물관', '유적지', '온천', '식물원', '농장', '체험관']"
12182,누리바라기전망대,"부산 산복도로의 추억을 공유하고 싶은 여행자에게 바다와 하늘과 도심을 모두 바라보는 누리바라기 전망대를 추천한다.
부산항의 아름다운 풍경과 더불어 부산타워와 영도대교까지 조망할 수 있고, 시원하게 펼쳐지는 산과 바다 그리고 도심의 파노라마가 감동으로 다가오는 곳이다. 밤이 오면 산복도로의 은은한 야경과 부산항의 화려한 조명이 대비되어 색다른 장면을 선사한다.
바람이 전해주는 소리나무의 청아한 풍경소리 들으며 산복도로의 낭만에 취해보자.
",연중무휴,35.09092,129.02019,부산광역시 서구 남부민동 50-40,0,,전망대,,4,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226113720642_ttiel,6,"['전망대', '산', '청량한', '숲', '등산', '신선한']"
12183,최민식갤러리,"1960~70년대 부산 자갈치시장을 주무대로 활동했던 다큐멘터리 사진작가 최민식 선생의 갤러리가 아미문화학습관 2층에 자리하고 있다.
가난한 피란민의 고단한 생활상을 연출 없이 그대로 카메라 앵글에 담아냈다. 사진기 하나 달랑 들고 주로 낮은 곳으로만 향했던 작가의 작품에는 ‘인간’에 대한 위로가 가득하다.
최민식 작가는 ‘감정 없이는 카메라를 들 수 없다’고 하였다. 소외된 소시민의 밝은 미소를 보며 그 역시 가슴이 뭉클했으리라.",월요일,35.09833,129.01472,부산광역시 서구 천마산로410,0,051-240-4495,아트갤러리,,3,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226115628787_ttiel,1,"['갤러리', '화랑', '사진', '작가', '느낌있는']"
12184,수영사적공원,"조선시대 남해안 수군지휘부 경상좌도수군절도사영이 있던 자리가 현재의 수영사적공원이다. 수군절도사영의 줄임말 ‘수영’이 현재의 지명으로 그대로 굳어졌다고 한다.
역사적 상징성을 가진 유적공원이지만 시민들의 가벼운 산책공간으로 더 친근하다. 나무가 우거진 시원한 오솔길은 도심 속 힐링 장소로 손색이 없다. 놀이마당에서는 수영야류 등 무형문화재 공연이 정기적으로 열린다.",연중무휴,35.170967,129.1143,부산광역시 수영구 수영성로 43,0,051-752-2947,공원,,5,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226132135171_ttiel,2,"['이국적', '재미있는', '화려한', '햇살좋은', '고즈넉한', '공원', '시장', '유적지', '공연', '산책', '나들이', '경치', '데이트', '힐링', '숨은']"
12185,부산기상관측소,"살랑살랑 바람 불어 기분 좋은 날에는 부산기상관측소로 향해보자. 부산기상관측소는 1934년 당시 중구 일대에서 가장 높았던 복병산 자락으로 옮겨왔다. 이 건물은 일제강점기 근대건축물의 특징을 그대로 간직한 것으로 큰 바다로 나아가는 선박의 모양을 본 따 지어진 것이라 한다. 세계기상기구(WMO)에서 선정한 ‘100년 관측소’이다. 용두산 공원과 부산타워, 멀리는 남항대교까지 조망할 수 있는 기상전망대도 놓치지 말자.","토?일요일, 공휴일",35.104973,129.03218,부산광역시 중구 복병산길32번길 5-11,0,051-718-0200,즐길거리,,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226132812226_ttiel,0,"['기상대', '명소', '분위기좋은', '풍경', '사진촬영']"
12186,을숙도,"낙동강줄기와 남해 바닷물이 하나 되는 곳, 비옥한 토양과 민물 어패류의 생태적 보고, 넓은 지대와 풍부한 먹이 덕에 겨울 철새들이 모여드는 곳, 부산의 아름다운 섬, 을숙도를 찾았다. 
을숙도는 강 하구에 토사가 쌓여 만들어진 섬이다. 이름에서도 알 수 있듯, 새가 많고 물이 맑은 섬 을숙도는 우리나라 제1의 철새도래지로도 유명하다. 1950년대에는 아시아 최대 철새도래지로 손꼽히던 곳이다. 그래서 을숙도 여행은 낙동강하구에코센터에서 시작하는 걸 추천한다. 아미산전망대, 을숙도철새공원 등이 있고 낙동강 하구 자연생태에 관한 다양한 전시까지 볼 수 있다.

** 코로나19의 여파로 낙동강하구에코센터는 이용제한이 있을 수 있으니 사전에 홈페이지 안내사항을 꼭 확인해 주세요.",연중무휴,35.107143,128.94283,부산광역시 사하구 낙동남로 1240,0,051-209-2000,섬,,4.07,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226143325464_ttiel,15,"['재미있는', '분위기있는', '영화보기좋은', '평화로운', '깨끗한', '자전거대여', '자동차극장', '생태공원', '산책', '갈대', '나들이', '경치', '데이트', '드라이브', '휴식']"
12187,부산시청자미디어센터,"부산시청자미디어센터의 정회원이라면 누구나 1인 미디어의 꿈을 펼칠 수 있다. 방송제작에 필요한 교육부터, 영상장비 대여, 편집실과 녹음실 이용이 모두 무료이다. 학생들을 위한 맞춤형 스튜디오 체험프로그램도 정기적으로 운영한다.
미디어 놀이터 부산시청자미디어센터에서 잠재된 상상력을 마음껏 펼쳐보자.

** 코로나19의 여파로 시청자미디어센터는 이용제한이 있을 수 있으니 사전에 홈페이지 안내사항을 꼭 확인해 주세요.


","일요일, 공휴일",35.17255,129.1302,부산광역시 해운대구 센텀중앙로 42,0,051-749-9500,즐길거리,,5,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226152407686_ttiel,2,"['체험', '재단', '가족여행', '편안한', '깨끗한']"
12188,구포어린이교통공원,"교통안전교육도 받고 신나게 뛰어놀 수도 있는 곳, 어린이들의 천국, 구포어린이교통공원을 소개한다.
어린이들의 교통안전 조기교육을 목적으로 현장중심의 체계적인 교육프로그램을 운영하는 곳이다. 실내 교통안전교육과 연계하여 실외 교통안전관련 체험프로그램이 인기다. 단체관람 외 개별이용자는 토요일에 예약 없이 자유 관람이 가능하다.","매주 일요일, 법정공휴일",35.200867,129.0008,부산광역시 북구 낙동북로 687,0,051-309-4805,공원,구명역 2번 출구에서265m,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226182356876_ttiel,0,"['공원', '산책길', '산책로', '놀이동산', '테마파크', '나들이', '체험관', '휴식']"
12189,부산솔로몬로파크,"재미없고 지루한 법은 이제 안녕. 법을 쉽게 배우고 재미있게 체험할 수 있는 솔로몬로파크로 가자.
솔로몬로파크는 법교육 테마공원으로 법놀이터와 법체험관으로 나누어 각각 다양한 체험과 연수프로그램을 운영한다. 딱딱한 법이 아닌 친근한 이웃 같은 법을 체득하는 공간이다. 법과 정의의 배움터 솔로몬로파크에서 법과 함께 신나게 놀아보자.","1월 1일, 명절연휴",35.200798,129.00198,부산광역시 북구 낙동북로 755,0,051-330-4000,공원,구명역 2번 출구에서1155m,4.33,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226183133502_ttiel,3,"['미로', '암벽등반', '도서관', '체험관']"
12190,부산어촌민속관,"지금은 거대한 해양관광수도의 상징이 되었지만 과거 부산은 조그만 어촌마을에 지나지 않았다. 오로지 바다와 낙동강에 삶을 의지하며 어촌문화를 꽃피운 선조들의 삶을 엿볼 수 있는 부산어촌민속관은 낙동강과 함께 수천 년을 살아 온 사람들에 대한 이야기와 그들의 삶에 녹아든 민속 문화를 생생하게 재현해 놓은 곳이다.
오늘은 강에서 바다로 이어지는 부산 어촌문화에 대한 여행을 계획해보는 것은 어떨까.

** 코로나19의 여파로 부산어촌민속관은 이용제한이 있을 수 있으니 사전에 확인해 주세요.","매주 월요일, 1월 1일",35.234074,129.00859,부산광역시 북구 학사로 128,0,051-363-3333,박물관,화명역 1번 출구에서718m,3.7,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226184130120_ttiel,5,"['아담한', '신비한', '옛모습', '체험학습', '박물관', '도서관', '항구', '과학관', '나들이', '낚시체험', '유적', '체험관', '유물']"
12191,삼락생태공원,"유유히 흘러가는 낙동강 줄기 옆으로 삼락동 둔치에 넓게 자리 잡은 삼락생태공원. 넓이만 472만 2000㎡에 이르는 공원은 계절마다 각기 다른 매력을 뽐내며 방문객의 사랑을 받고 있다. 특히 부산의 허파 기능을 담당하는 삼락생태공원에서는 그 이름에 걸맞게 습지를 비롯한 다양한 식생을 관찰할 수 있다. 벚꽃단지, 물억새 군락지, 야생화단지 등 자연생태계 구성원 하나하나를 피부로 느낄 수 있으며 생태계를 보존하고 가꿔 나가는 방법도 자연스레 깨닫게 된다.

멀지 않은 도심 속 힐링 공간이자 계절마다 다른 얼굴로 변하는 삼락생태공원. 최소한 네 번은 방문해야 할 듯하다.",연중무휴,35.16884,128.97397,부산광역시 사상구 낙동대로 1231,0,051-303-0048,공원,괘법 르네시떼역 1번 출구에서435m,4.45,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227101820124_ttiel,10,"['재미있는', '분위기있는', '깨끗한', '화려한', '운치있는', '자전거대여', '연꽃단지', '생태공원', '벚꽃명소', '캠핑', '나들이', '데이트', '드라이브', '휴식', '피크닉']"
12192,암남공원/송도해안볼레길,"소나무 숲 사이로 보이는 남해 바다.
그 위로 비치는 햇빛.
반짝이는 물결 사이로 떠 있는 배들의 모습.
여행자의 마음에 여유를 선물하는 아름다운 곳, 암남반도 남쪽 끝자락에 위치한 암남공원이 그곳이다. 
오랜 시간 군사보호구역으로 묶여 출입이 통제되었던 암남공원은 산림이 우거진 산책로와 기암절벽으로 이뤄진 해안풍경이 눈길을 사로잡는 곳이다.
바다를 바라보며 삼림욕하기 좋은 둘레길이 조성돼 있고 전망대와 구름다리 등이 잘 갖춰져 있다. 깨끗한 청정 바다 덕분에 낚시객에게도 연중 월척을 꿈꾸게 하는 장소다.",연중무휴,35.058804,129.01566,부산 서구 암남공원로 185,0,051-240-4538,산책로,,4,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227112720050_ttiel,4,"['분위기좋은', '깨끗한', '화려한', '분주한', '운치있는', '공원', '조개구이', '해안산책로', '포장마차', '전복', '경치', '싱싱한', '드라이브', '등산', '데이트']"
12193,장림포구 ,"해운대, 광안리 등 동부산에 비해 조명 받지 못하던 서부산이 최근 많이 사랑받고 있다. 부네치아그램 등 SNS를 통해 알려지기 시작한 장림포구는 부산의 베네치아, 즉 ‘부네치아’로 불리며 많은 사람들이 찾고 있는 인생샷 스폿이다.
형형색색의 표지판이 우리를 반기는 장림포구, 표지판을 따라 걷다보니 형광색으로 빛나는 예쁜 건물과 배들이 줄지어 서있는 포구의 좁고 긴 바다, 그리고 쾌청한 하늘이 우리를 반긴다. 깜찍한 안내도를 보니 여기는 ‘ㄷ’ 자로 생겼구나, 그럼 한 바퀴 돌아야겠구나 하는 생각이 든다.",연중무휴,35.080727,128.95694,부산광역시 사하구 장림로93번길 72,0,,즐길거리,,1.58,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227160751479_ttiel,19,"['항구', '노을', '자전거', '산책', '풍경']"
12194,가덕도,"그림 속 풍경처럼 눈이 시린 푸른 바다, 천혜의 자연경관, 그러나 아물지 않은 전쟁의 기억.
여기는 가덕도다.

낙동강 물줄기가 긴 여정을 끝내고 남해로 흘러드는 강 하구, 아름다운 모래섬 뒤로 떨어지는 낙조, 그리고 그 위를 가로지르는 거가대교의 멋진 전망을 간직한 섬.
아는 만큼 보인다고 했던가. 자연의 풍요가 가려버린 가덕도의 아픈 역사를 한번쯤은 되돌아보는 시간, 오늘은 그 여정을 따라가 보자.",연중무휴,35.022896,128.8172,부산광역시 강서구 가덕해안로 21,0,051-970-4062(강서구청 문화체육과),섬,,3.3,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227161822663_ttiel,47,"['조그마한', '아담한', '웅장한', '평화로운', '전망대', '둘레길', '벽화마을', '해저터널', '숭어회', '경치', '유적', '드라이브', '등산', '산행']"
12195,렛츠런파크 부산경남,"다양한 종류의 테마파크가 있지만, ‘말 테마파크’로는 이 곳을 따라올 곳은 없다. 입구에서부터 역동적인 말 동상이 우리를 반기는 곳, 바로 렛츠런파크 부산경남이다.
거대한 아치형 정문과 청동마상을 지나 주차장을 지나면 렛츠런파크의 입구가 보인다. 길게 뻗은 광장과 양 옆으로 늘어선 부스들의 기분 좋은 북적임이 생동감 넘치는 ‘테마파크’의 느낌을 물씬 느끼게 한다.",월~화,35.1566,128.87521,부산광역시 강서구 가락대로 929,0,1566-3333,즐길거리,,3.73,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227163229549_ttiel,11,"['경마장', '편안한', '깔끔한', '체험', '가족나들이']"
12196,국립부산과학관,"국립부산과학관은 과학 꿈나무들을 태우고 항해하는 멋진 배 모양으로 우리 앞에 우뚝 서 있다.
전시관을 돌아보면 참 다양하고 신기한 체험물들이 많이 보인다. 적지 않은 체험물들이 어린이만 체험 가능한 것들이 많아서, 신기한 눈빛으로 체험을 하는 아이들과 그 아이들을 신기하게 보고 있는 어른들의 모습이 참 따뜻하게 느껴진다.
워낙 규모가 크고 체험거리도 많아서 슬슬 배가 고파 올 때쯤, 푸른 잔디밭이 보이는 푸드코트가 보인다. 눈마저 시원하게 식사를 하고 다시 밖으로 나오자, 큼지막한 하얀색 돔이 보인다. 바로 대형 돔스크린으로 쏟아지는 별자리를 즐길 수 있는 천체 투영관이다. 천체투영관에서 대낮에도 밤하늘 여행을 다녀 와보자.
","매주 월요일, 1월 1일, 설날?추석 당일",35.20468,129.2127,부산광역시 기장군 기장읍 동부산관광6로 59,0,051-750-2300,과학관,,4.18,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227172536751_ttiel,14,"['조그마한', '재미있는', '친절한', '신비한', '깨끗한', '아울렛', '과학관', '체험학습', '박물관', '공연', '나들이', '데이트', '숨겨진', '체험관', '휴식']"
12197,송상현광장,"도심 한가운데 아름다운 숲과 실개천을 간직한 송상현광장, 산들바람 부는 날에 메타세쿼이아 나무 아래에서 나만의 여유를 즐기기에 안성맞춤인 곳이다. 카페와 야외공연장 등 편의시설도 갖추고 있어서 다양한 이벤트와 공연을 관람할 수 있는 곳, 송상현광장은 시민을 위한 부산 최대 규모의 도심광장이다.",연중무휴,35.166397,129.06595,부산광역시 부산진구 중앙대로 818,0,051-850-6081,공원,,4.8,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227175243198_ttiel,10,"['광장', '축제', '체험', '즐거운', '데이트']"
12198,부산어린이대공원,"아이와 함께라면? 일단 어린이대공원으로 가자.
부산 어린이대공원이 아름다운 순환산책로의 탄생과 함께 가족 방문객들의 최애 장소로 변모했다. 어린이회관에 이르는 길은 오르막이긴 하지만 어린이 놀이터를 비롯해 볼거리, 놀거리가 많아 동심은 끊임없이 즐겁다.
우거진 숲속엔 꼬마 아이들도 쉽게 걸을 수 있는 산책로가 있고, 나무 사이사이 피크닉을 즐길 수 있는 야외테이블도 자리한다. 계곡 따라 흐르는 시원한 물소리 들으며 가족과 함께 자연이 전해주는 치유의 시간을 즐겨보자.",연중무휴,35.184998,129.04153,부산광역시 부산진구 새싹로 295,0,051-860-7848,공원,,4.21,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227180139517_ttiel,26,"['조그마한', '재미있는', '화려한', '평온한', '깨끗한', '계곡', '시민공원', '놀이동산', '산책로', '동물원', '경치', '가족나들이', '등산', '데이트', '휴식']"
12199,국립부산립국악원,"부산?영남 지역의 정서가 담긴 전통 공연뿐 아니라 전국 팔도의 흥을 모아 새로운 국악의 얼굴을 보여주는 국립부산국악원. 우리 가락과 함께 신명나는 국악의 향연이 일 년 내내 펼쳐지는 곳이다. 실내공연장에서 열리는 상설 국악공연, 시민과 함께 놀며 즐기는 야외 풍물공연, 그리고 누구나 참여 가능한 국악체험프로그램 등 일상 속에서 국악을 제대로 즐길 수 있는 기회를 제공하는 시민을 위한 열린 공간이다.

** 코로나19의 여파로 국립부산국악원은 이용제한이 있을 수 있으니 사전에 홈페이지 안내사항을 꼭 확인해 주세요.",연중무휴,35.17132,129.05424,부산광역시 부산진구 국악로2,0,051-811-0114,박물관,,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227181259877_ttiel,0,"['문화', '국악', '공연', '행사', '콘서트']"
12200,삼광사,"산새 아름다운 백양산 자락에 웅장한 자태 뽐내며 아랫동네를 품에 가득 안고 있는 삼광사. 규모가 큰 사찰이지만 관음기도도량으로 조용히 기도를 드리는 사람이 많다. 부처님 진신사리가 봉안된 탑을 돌며 저마다 기도하는 마음이 간절하다.
부처님 오신날이면 삼광사 연등축제의 장관을 꼭 담아봐야 한다. 형형색색의 연등이 산자락을 타고 불을 밝히는 5월엔 세상 그 어디보다 가장 빛나는 삼광사를 찾아가보자.",연중무휴,35.175694,129.04338,부산광역시 부산진구 초읍천로43번길 77,0,051-808-7111,종교적인 장소,,3.8,https://www.visitbusan.net/uploadImgs/files/cntnts/20191227184611977_ttiel,10,"['사찰', '축제', '거대한', '편안한', '깨끗한']"
