,name,info,opentime,lat,lng,address,category,phone,label,station,average_score,thumbnail
617,도피오,0,매일오전 10시 30분 - 오후 10시,35.1689179,129.1296368,부산광역시 해운대구 우동 1495 신세계백화점 센텀시티 지하 5층,"['카페', ' 아메리카노']",051-746-8117,음식점,0,0,0
619,꾸븐 경성대점,0,매일오후 2시 - 오전 2시,35.1372371,129.1034178,부산광역시 남구 대연동 42-5,"['고기집', ' 제주오겹살']",051-622-8268,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200128014048138_photo_b72a77c841fe.jpg
620,진주갈비아구찜,0,0,35.1758701,129.090409,부산광역시 연제구 연산동 2146-35,['아구찜'],051-867-5512,음식점,0,0,0
621,마베,0,월-금오전 9시 - 오후 11시,35.2473584,129.0897886,부산광역시 금정구 구서동 87-9,"['크로와상', ' 베이커리카페']",051-516-5777,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210708090217177_photo_883162b11a7a.jpg
622,천향다원,0,월-금오전 9시 30분 - 오후 8시|휴무일매주 일요일,35.1595467,129.0579009,부산광역시 부산진구 부전동 396-24,"['커피', ' 찻집']",0,음식점,0,0,0
623,힘쎈민물장어,0,매일오전 11시 30분 - 오후 10시 30분,35.1736704,129.173576,부산광역시 해운대구 좌동 884,"['장어', ' 민물장어']",051-704-2744,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56470/58552/56470_58552_86_0_8368_201811512578720.jpg
624,본죽 부산구남점,0,매일오전 9시 30분 - 오후 9시,35.1972235,128.995518,부산광역시 북구 구포동 897-6,"['전복죽', ' 죽집']",051-342-3040,음식점,0,0,0
625,히로,0,0,35.1965472,129.0614452,부산광역시 동래구 사직동 93-39,"['우동', ' 수타우동']",051-505-8178,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55947/52168/55947_52168_89_0_1251_2018111121742332.jpg
626,스타벅스,0,"화,수,목,금,토오전 7시 - 오후 9시|일요일오전 8시 - 오후 9시",35.1514547,129.0611259,부산광역시 부산진구 부전동 537-9,"['카페', ' 카페라떼']",1522-3232,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200522101925441_photo_c28de1434a84.jpg
627,호야문현곱창,0,매일오후 5시 - 오전 1시,35.2459383,129.0900366,부산광역시 금정구 구서동 415-96,"['소금구이', ' 곱창']",051-555-8989,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54338/51722/54338_51722_86_0_7177_2018419153354211.jpg
628,간시크,0,"화,수,목,금,토/일오전 11시 30분 - 오후 8시|휴무일매주 월요일",35.1824963,129.0766881,부산광역시 연제구 연산동 1355-6 시청역이즈팰리스 상가102동 1층 101호,"['카페', ' 쿠키']",070-7543-8135,음식점,0,0,0
630,이모네집,0,"월-금,토오후 4시 - 자정 12시|휴무일매주 일요일",35.1595151,129.1146078,부산광역시 수영구 광안동 120-186,"['포장마차', ' 닭도리탕']",051-758-6229,음식점,0,0,0
631,고향횟집,0,0,35.2081291,129.010672,부산광역시 북구 덕천동 292-23,['생선회'],051-343-1171,음식점,0,0,0
632,월매아구찜,0,0,35.2532978,129.0901549,부산광역시 금정구 구서동 246-3,"['아구찜', ' 곤이']",051-513-0213,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52772/57799/52772_57799_77_0_6711_201611141339865.jpg
633,사미헌,0,매일오전 11시 - 오후 9시 30분,35.1589868,129.0566819,부산광역시 부산진구 부전동 474-26,"['한우', ' 꼬리곰탕']",051-819-6677,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210405075312_photo1_a36a389e1fca.jpg
634,이윤자꼬리곰탕,0,매일오전 11시 - 오후 10시,35.1615997,129.1127725,부산광역시 수영구 광안동 492-3,"['한식', ' 꼬리수육']",051-757-4959,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210128062910_photo1_1559c67e6a15.jpg
635,연경,0,매일오전 11시 - 오후 10시,35.1347403,129.0930687,부산광역시 남구 대연동 1740-12,"['중국집', ' 냉짬뽕']",051-625-2640,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200830030618_photo1_1559c67e6a15.jpg
636,텐퍼센트커피 동부올림픽점,0,월-금오전 8시 30분 - 오후 9시|토/일오전 10시 - 오후 9시,35.1655071,129.1405046,부산광역시 해운대구 우동 1008-5,['카페'],070-4477-5422,음식점,0,0,0
637,금호횟집,0,매일오전 10시 - 오후 9시 30분,35.1096504,128.9323672,부산광역시 강서구 명지동 3207-1,"['자연산회', ' 횟집']",051-271-2221,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50618/59440/50618_59440_80_0_7795_20141210105939396.jpg
638,원모어패티,0,"화,수,목,금,토/일오전 11시 - 오후 9시|휴무일매주 월요일",35.1572775,129.1209014,부산광역시 수영구 민락동 166-20,"['수제버거', ' 감자튀김']",0,음식점,0,0,0
639,시장횟집,0,매일오전 11시 - 오후 9시 30분,35.128406,129.0468455,부산광역시 동구 수정동 184-2,"['매운탕', ' 횟집']",051-468-1763,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56977/57804/56977_57804_86_5_8305_20141113104735569.jpg
640,칠성통닭,0,"월,수,목,금,토/일오후 4시 - 오후 11시|휴무일매주 화요일",35.16212,129.1108839,부산광역시 수영구 광안동 496-29,"['통닭', ' 옛날통닭']",051-753-0847,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58186/50263/58186_50263_86_5_263_20144167571661.jpg
641,아그라 신세계센텀시티몰점,0,매일오전 11시 - 오후 9시,35.1698635,129.1282719,부산광역시 해운대구 우동 1493,"['카레', ' 탄두리치킨']",051-745-2328,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220223091249_photo1_ebA8OToEL5QH.jpg
642,철가방,0,"월,수,목,금,토/일오전 11시 - 오후 8시 30분|휴무일매주 화요일",35.191213,128.9932145,부산광역시 사상구 모라동 1341,"['중식당', ' 짜장면']",051-327-7791,음식점,0,0,0
643,우리식당,0,0,35.1637679,129.062951,부산광역시 부산진구 부전동 32-5,"['두루치기', ' 차돌된장찌개']",051-818-4467,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51477/58067/51477_58067_86_0_8985_201811471437449.jpg
644,고성횟집,0,0,35.1015093,128.9290333,부산광역시 강서구 명지동 1532-14,['횟집'],051-271-0075,음식점,0,0,0
645,원앙충무김밥,0,"월-금,토오전 11시 - 오후 9시|휴무일매주 일요일",35.1292754,129.0471013,부산광역시 동구 수정동 241-3,"['김밥', ' 분식']",051-462-8069,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201119075241_photo1_e90ab1055871.jpg
647,본죽 화명점,0,월-금오전 9시 - 오후 9시|토/일오전 9시 - 오후 8시,35.2226025,129.0104346,부산광역시 북구 화명동 2324 화명롯데캐슬카이저아파트 상가 B104호,"['손만두', ' 야채죽']",051-363-6233,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58540/50325/58540_50325_86_0_878_201692542226321.jpg
648,홍련,0,"월,수,목,금,토/일오전 11시 30분 - 오후 10시|휴무일매주 화요일",35.1598096,129.0540023,부산광역시 부산진구 부전동 415-1,"['중국집', ' 중화요리']",051-808-3833,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57328/56415/57328_56415_89_0_509_20188184742911.jpg
649,달인막창,0,매일오후 3시 - 오후 9시,35.1636817,129.1624243,부산광역시 해운대구 중동 1379-17,"['곱창', ' 막창']",051-731-7792,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220310020741893_photo_8bd8036cdee2.jpg
650,우리할매떡볶이 다대점,0,매일오전 11시 - 오후 9시,35.0556365,128.9674986,부산광역시 사하구 다대동 1552,"['떡볶이', ' 분식']",051-265-1114,음식점,0,0,0
651,돼지한마리,0,0,35.200288,129.0834315,부산광역시 동래구 수안동 4-7,['돼지고기'],051-558-2378,음식점,0,0,0
652,초량원조불백,0,매일24시간 영업,35.1403438,129.1108514,부산광역시 수영구 남천동 187-1,"['돼지찌개', ' 불백']",051-612-0708,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201005155447_photo1_3a43f1b15625.jpg
653,할매국밥,0,0,35.1499173,129.0287876,부산광역시 부산진구 가야동 608-1,"['돼지국밥', ' 국밥']",051-891-9082,음식점,0,0,0
654,칭구짬뽕 사직점,0,매일오전 11시 - 오후 10시,35.1965521,129.060581,부산광역시 동래구 사직동 91-8,"['짜장면', ' 짬뽕']",051-502-1479,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58603/56163/58603_56163_89_0_2260_2016111415381116.jpg
656,전포명지 부전직영점,0,월-금오전 11시 30분 - 오후 11시|토요일오후 4시 - 오후 11시|쉬는시간 매주 토요일오후 2시 30분 - 오후 4시|휴무일매주 일요일,35.1592848,129.0619795,부산광역시 부산진구 부전동 102-3,['고기집'],0,음식점,0,0,0
657,특거아구찜,0,0,35.2122007,129.0256749,부산광역시 북구 만덕동 763-1,['아구찜'],051-334-0500,음식점,0,0,0
658,칸웨이 사직점,0,매일오전 11시 30분 - 오후 10시|쉬는시간 매일오후 3시 - 오후 5시,35.1962405,129.0612677,부산광역시 동래구 사직동 93-6,"['중식', ' 중식당']",051-507-7173,음식점,0,0,0
659,본죽 부산구서점,0,매일오전 10시 30분 - 오후 8시,35.2539907,129.0820369,부산광역시 금정구 구서동 ,['죽집'],051-581-3388,음식점,0,0,0
660,솔,0,매일오전 11시 30분 - 오후 11시,35.263778,129.0847354,부산광역시 금정구 남산동 992-9,"['김치전골', ' 삼겹구이']",051-512-9495,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51630/58315/51630_58315_77_0_5179_201412241140167.jpg
661,미채담 샤브정,0,0,35.1698426,129.1311016,부산광역시 해운대구 우동 1496,['샤브샤브'],0,음식점,0,0,0
662,커피스가모 인 서면,0,"월-금,토오전 10시 30분 - 오후 10시 30분|일요일오전 10시 30분 - 오후 10시",35.1588412,129.0540381,부산광역시 부산진구 부전동 418-2,"['커피', ' 사이폰커피']",051-818-1007,음식점,0,0,0
663,미진축산 장림점,0,월-금오후 3시 - 오전 2시|토/일자정 12시 - 오전 2시,35.0822422,128.966457,부산광역시 사하구 장림동 779-6,"['고기집', ' 꼬들살']",051-261-3300,음식점,0,0,0
664,창현수산,0,0,35.139302,129.0586715,부산광역시 동구 범일동 662-35,"['횟집', ' 참돔유비끼']",051-639-5000,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200802112312887_photo_c428a9227d33.jpg
667,종가집돼지국밥,0,매일24시간 영업,35.143828,128.9875609,부산광역시 사상구 학장동 395,"['돼지국밥', ' 수육백반']",051-322-6767,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211011041116756_photo_c291cfbccb61.jpg
668,올레,0,매일오전 11시 - 오후 11시,35.1016537,129.0313672,부산광역시 중구 대청동2가 38-13,"['커피전문점', ' 카페']",051-241-2011,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53515/54223/53515_54223_85_0_3808_201611612212281.jpg
669,아재족발,0,매일오후 4시 - 자정 12시 30분,35.1879167,128.9917789,부산광역시 사상구 모라동 1357,"['족발', ' 매운족발']",051-315-7898,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55837/57681/55837_57681_80_0_2940_2017126122655583.jpg
671,신가네집밥,0,"월-금,토오전 10시 - 오후 8시|휴무일매주 일요일",35.2638472,129.0910808,부산광역시 금정구 남산동 123-14,"['불고기백반', ' 닭곰탕']",051-516-3858,음식점,0,0,0
672,소란,0,매일오후 4시 - 오후 9시,35.098293,129.0255547,부산광역시 중구 부평동2가 45-4,"['이자카야', ' 고구마칩']",051-242-6141,음식점,0,0,0
673,마파람해물찜해물탕 시청직영점,0,매일오전 11시 - 오후 10시 30분|쉬는시간 매일오후 3시 - 오후 4시 30분,35.1799626,129.0723005,부산광역시 연제구 연산동 1514-11,"['해물탕', ' 해물찜']",051-864-2001,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200925225037_photo1_wP3KozDlpWwg.jpg
674,도야족발,0,매일오후 5시 - 자정 12시,35.1654283,128.9813236,부산광역시 사상구 괘법동 525-1,"['족발', ' 냉채']",051-317-0066,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51639/52312/51639_52312_86_0_9035_20161122155758646.jpg
675,봉길상회,0,0,35.0967808,129.0289148,부산광역시 중구 남포동5가 92,"['갈치', ' 멍게']",051-247-0584,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57223/56246/57223_56246_81_0_3971_2016113015428234.jpg
676,투썸플레이스 부산명지오션시티점,0,매일오전 8시 - 오후 11시,35.0817018,128.9030129,"부산광역시 강서구 명지동 3237 101, 102호","['케이크', ' 카페']",051-642-3388,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211231103911228_photo_43fde11766ba.jpg
677,부산24시순대돼지국밥,0,매일24시간 영업,35.1682996,129.1190394,부산광역시 수영구 광안동 44-7,"['돼지국밥', ' 순대국밥']",051-753-2210,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211105090814081_photo_AHrerzb52XzP.jpg
678,육전밀면 남포점,0,0,35.0990114,129.0294902,부산광역시 중구 남포동3가 6-2,"['국수', ' 육전']",051-253-9007,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210730101531349_photo_07454468d5cf.jpg
680,동성장어구이,0,매일오전 10시 - 오후 11시 30분,35.0961132,129.0258948,부산광역시 서구 충무동1가 1-1,"['꼼장어', ' 장어구이']",051-243-0156,음식점,0,0,0
681,충무해물아구찜대구뽈찜,0,0,35.2571134,129.0867301,부산광역시 금정구 구서동 656-4 충무해물아구찜 대구뽈찜,['한식'],0,음식점,0,0,0
682,카페트리,0,월-금오전 8시 20분 - 오후 7시 30분|토/일오전 10시 - 오후 10시,35.103705,129.0352046,부산광역시 중구 중앙동3가 13-18,['카페'],051-462-5367,음식점,0,0,0
683,읍내장터,0,매일오전 11시 30분 - 오전 2시 30분                                            (연중무휴),35.1557151,129.056127,부산광역시 부산진구 부전동 516-60,"['조개탕', ' 국수']",051-747-4424,음식점,0,0,0
684,더카페 뉴코아아울렛 괴정점,0,"월-목오전 10시 30분 - 오후 9시|금,토/일오전 10시 30분 - 오후 10시",35.0989365,128.9940661,"부산광역시 사하구 괴정동 961-1 뉴코아아울렛 지하 1층, 5층",['카페'],051-209-5115,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55352/55147/55352_55147_80_0_1275_201713125356323.jpg
685,홍익돈까스 부산대연점,0,매일오전 11시 30분 - 오후 9시 30분|쉬는시간 매일오후 3시 30분 - 오후 5시,35.1357254,129.098565,부산광역시 남구 대연동 67-18,"['돈까스', ' 왕돈까스']",051-627-1693,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190929095422320_photo_64d5f85d59a6.jpg
686,남다른감자탕,0,매일오전 10시 - 자정 12시,35.0992946,128.9911738,부산광역시 사하구 괴정동 891-12,"['감자탕', ' 뼈전골']",051-294-2110,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52770/57310/52770_57310_74_0_1119_201842319824870.jpg
687,만복,0,매일오후 4시 - 오전 4시,35.0991025,129.0203068,부산광역시 서구 토성동3가 18-4,"['짜장면', ' 중식당']",0504-0544-2047,음식점,0,0,0
688,남해달인횟집,0,"화,수,목,금,토/일정오 12시 - 오후 9시|쉬는시간 매주 화,수,목,금,토/일오후 2시 - 오후 5시|휴무일매주 월요일",35.1034961,128.9989652,부산광역시 사하구 괴정동 310-1,"['횟집', ' 회백반']",051-292-8838,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191205040841386_photo_4edf91cf4b71.jpg
689,맥주점빵,0,매일오후 6시 - 오전 3시,35.1831552,129.0746568,부산광역시 연제구 연산동 1500-33,"['맥주', ' 호프']",0,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200405235931_photo1_wP3KozDlpWwg.jpg
690,종숙횟집,0,0,35.0954394,129.0228516,부산광역시 서구 충무동2가 1-19,['생선회'],0,음식점,0,0,0
691,봉구스밥버거 부산외대점 부산외대점,0,"월-금,토오전 10시 30분 - 오후 7시 30분|휴무일매주 일요일",35.2648791,129.0918915,부산광역시 금정구 남산동 117-11,['밥버거'],051-514-5094,음식점,0,0,0
693,형제닭도리양정점 형제닭도리양정점,0,0,35.1711011,129.069038,부산광역시 부산진구 양정동 394-30 1층 형제닭도리 양정점,"['닭볶음탕', ' 닭도리탕']",051-867-4244,음식점,0,0,0
695,미락아구찜,0,매일오전 10시 - 오후 10시,35.0985845,128.9590951,부산광역시 사하구 신평동 592-6,['아구찜'],051-207-4646,음식점,0,0,0
696,다리여덟개,0,"월-목,일오후 5시 - 자정 12시|금,토오후 5시 - 오전 1시",35.1654595,129.1168765,부산광역시 수영구 광안동 90-26,"['요리주점', ' 문어']",051-701-5841,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57438/52281/57438_52281_86_5_1189_2014512183042261.jpg
697,이디야커피 부산역현대점,0,월-금오전 8시 - 오후 10시|토/일오전 9시 - 오후 6시,35.1175649,129.0416209,부산광역시 동구 초량동 1198-6,"['카페', ' 커피']",051-465-2275,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59229/51791/59229_51791_89_0_8395_2018427185240108.jpg
698,아네이스,0,매일오전 9시 - 오후 10시 30분,35.2746306,129.0848295,부산광역시 금정구 남산동 952-12,"['브라질', ' 카페']",1600-0749,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53468/54024/53468_54024_89_0_5918_2017223774395.jpg
699,일편단심,0,매일오후 5시 - 오후 10시,35.0812553,128.9678994,부산광역시 사하구 장림동 328-26,"['이자카야', ' 술집']",051-938-5705,음식점,0,0,0
700,돼지만공격,0,매일오전 11시 30분 - 오후 11시,35.0556365,128.9674986,부산광역시 사하구 다대동 1552-14,"['식육식당', ' 고깃집']",051-263-4565,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57693/52102/57693_52102_80_0_3248_2017128135455708.jpg
701,형제돼지국밥,0,매일오전 8시 - 오후 10시,35.1370717,129.1020758,부산광역시 남구 대연동 53-14,"['국밥', ' 돼지국밥']",051-625-1014,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211023031950_photo1_bcfaeec58637.jpg
702,동대김대감,0,"화,수,목,금,토/일오전 11시 - 오후 9시 30분|휴무일매주 월요일",35.2291013,129.1270658,부산광역시 금정구 회동동 119,"['오리요리', ' 백숙']",0,음식점,0,0,0
703,영희네분식,0,"월,수,목,금,토/일오전 7시 - 오후 9시|휴무일매주 화요일",35.1521398,129.0248865,부산광역시 부산진구 개금동 171-46,"['호떡', ' 분식']",051-895-0205,음식점,0,0,0
704,청풍각,0,매일오전 11시 30분 - 오후 8시,35.1337714,129.0970465,부산광역시 남구 대연동 1721-14,"['짜장면', ' 중국집']",051-622-2929,음식점,0,0,0
705,금하찹쌀아구찜,0,매일정오 12시 - 오후 10시,35.2648092,129.0907486,부산광역시 금정구 남산동 122-16,"['아구찜', ' 해물아구찜']",051-518-4536,음식점,0,0,0
707,포차호돌이1988,0,0,35.1560386,129.0613995,부산광역시 부산진구 부전동 168-346,"['포차', ' 술집']",0,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210527081138_photo1_753fea4c5d8f.jpg
708,청운횟집,0,"화,수,목,금,토/일오전 11시 - 오후 10시|휴무일매주 월요일",35.1638519,128.9851948,부산광역시 사상구 괘법동 536-9,"['매운탕', ' 횟집']",051-317-1200,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53328/55478/53328_55478_89_0_371_2015123143656448.jpg
709,진까리돼지전복문어 본점,0,매일오전 11시 30분 - 오전 2시,35.1835544,129.0747697,부산광역시 연제구 연산동 1500-3,"['전복', ' 문어']",051-867-0410,음식점,0,0,0
710,수영김밥,0,0,35.1705903,129.1391232,부산광역시 해운대구 우동 1092-10,"['김밥', ' 냉국수']",051-741-9938,음식점,0,0,0
712,동래불백,0,매일오전 11시 - 오후 8시,35.1994818,129.0841686,부산광역시 동래구 수안동 9-45,"['불백', ' 김치찌개']",051-532-5532,음식점,0,0,0
713,윤카롱,0,매일정오 12시 - 오후 8시,35.192739,129.0998162,부산광역시 동래구 안락동 633-35,"['카페', ' 수제마카롱']",051-525-9434,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200720100922_photo1_oB7Vhsap7vlD.jpg
714,봉선민들레,0,"월-금,토오전 10시 30분 - 오후 9시|휴무일매주 일요일",35.2674312,129.0841422,부산광역시 금정구 남산동 981-15,"['비빔밥', ' 육회비빔밥']",051-513-1980,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190120113219_photo1_90971cccfbe9.jpg
715,던킨도너츠 부산서면,0,매일오전 7시 - 오후 11시,35.1579571,129.0568212,부산광역시 부산진구 부전동 486-5,"['도넛', ' 도너츠']",051-805-4425,음식점,0,0,0
716,산정 덕천점,0,매일오후 5시 30분 - 오전 5시,35.2100039,129.007866,부산광역시 북구 덕천동 402-26,"['꼬치전문', ' 이자카야']",051-343-1666,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52146/58094/52146_58094_89_0_3442_201611923653826.jpg
717,최셰프의땡초우동IN포차,0,매일오후 5시 - 오전 2시                                            (매주 월요일 휴무),35.2111713,129.0299189,부산광역시 북구 만덕동 918-12 만덕3로57번길 5,"['우동', ' 땡초']",051-333-4075,음식점,0,0,0
718,막썰어파는횟집,0,"월-금,토오후 4시 - 오전 2시|일요일오후 1시 - 오후 10시",35.1555337,129.0562465,부산광역시 부산진구 부전동 516-6,"['물회', ' 횟집']",051-803-3855,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50541/59033/50541_59033_77_0_7916_201572545136582.jpg
719,래래반점 래래반점,0,매일오전 10시 - 오후 8시 30분,35.1729374,128.9798166,부산광역시 사상구 삼락동 411-2,"['짬뽕', ' 탕수육']",051-302-7706,음식점,0,0,0
720,The고로케,0,0,35.2212587,129.0856203,부산광역시 동래구 온천동 153-8,"['베이커리', ' 치즈고로케']",051-556-0045,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210517125556365_photo_0bc70c209046.jpg
721,밀양가산돼지국밥,0,매일24시간 영업,35.1405607,129.0625493,부산광역시 동구 범일동 830-173,"['국밥', ' 돼지국밥']",051-632-0409,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191117122159722_photo_47b84b1c2882.jpg
722,불백고수,0,매일오전 11시 30분 - 오후 10시|쉬는시간 매일오후 3시 - 오후 5시,35.1754938,129.1260169,부산광역시 해운대구 재송동 1212,"['백반', ' 밥집']",051-781-7574,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56354/53295/56354_53295_86_0_1934_201861175632412.jpg
723,봉구스밥버거 부경대점,0,"월-금,토오전 10시 - 오후 8시|일요일오전 10시 - 오후 5시",35.13563,129.1022154,부산광역시 남구 대연동 60-52,"['밥버거', ' 창코나베']",051-623-5053,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210211111223_photo1_41b1778b5b78.jpg
724,보고292,0,"화,수,목,금,토/일오전 11시 - 오후 8시|휴무일매주 월요일",35.1645038,129.041421,부산광역시 부산진구 당감동 292-115,"['디저트', ' 카페']",0,음식점,0,0,0
725,코티지피,0,"화,수,목,금,토/일정오 12시 - 오후 9시|쉬는시간 매주 화,수,목,금,토/일오후 3시 - 오후 5시|휴무일매주 월요일",35.1569506,129.0644988,부산광역시 부산진구 전포동 673-23,"['파스타', ' 오일파스타']",0,음식점,0,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210111110725_photo1_3a43f1b15625.jpg
726,카페드스파,0,매일오전 10시 - 오후 10시,35.231932,129.0870094,부산광역시 금정구 장전동 416-7,"['이색카페', ' 카페']",070-8691-2661,음식점,0,0,0
727,맷돌손두부,0,0,35.0949321,129.0240133,부산광역시 서구 충무동1가 31,"['순두부', ' 손두부']",051-248-4578,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58186/53534/58186_53534_83_2_3608_2014327123555645.jpg
728,아논,0,매일오전 10시 - 오후 10시,35.1088196,128.9664031,부산광역시 사하구 하단동 511-24,"['브런치', ' 카페']",051-291-0506,음식점,0,0,0
729,이자카야아홉시,0,"월-금,토오후 6시 30분 - 자정 12시|휴무일매주 일요일",35.1521126,129.0239511,부산광역시 부산진구 개금동 177-208,"['이자카야', ' 하이볼']",0,음식점,0,0,0
730,본향,0,"월,수,목,금,토/일오전 11시 - 오후 9시|휴무일매주 화요일",35.1191019,129.0398193,부산광역시 동구 초량동 197-27,"['백반', ' 가정식']",051-480-3345,음식점,0,0,0
731,홍콩반점0410,0,매일오전 11시 - 오후 10시,35.1984277,129.060399,부산광역시 동래구 사직동 48-24,"['짬뽕', ' 짜장밥']",051-504-0401,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56919/57091/56919_57091_86_0_7148_20161122121946758.jpg
733,3X라지커피 부산삼성화재사옥점,0,0,35.1136912,129.0394577,부산광역시 동구 초량동 1205-22,"['커피', ' 카페']",0,음식점,0,0,0
734,호맥 수영점,0,매일오후 5시 - 오전 2시,35.1672355,129.1165561,부산광역시 수영구 광안동 50-8,"['호떡', ' 애플시나몬']",0,음식점,0,0,0
735,엔제리너스,0,매일오전 10시 30분 - 오후 10시                                            (주문 마감시간 : 오후 9시),35.096715,129.0367482,부산광역시 중구 중앙동7가 20-1,"['카페', ' 아메리카노']",051-678-4253,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50291/58827/50291_58827_80_0_9765_201811320445577.jpg
736,산청곱창 영화친구의거리2호점,0,0,35.135057,129.069801,부산광역시 남구 문현동 351-7,"['곱창', ' 치즈곱창']",0,음식점,0,0,0
737,써니즈펫카페,0,"매일정오 12시 - 오후 9시                                            (화요일 휴무, 주문마감 20시)",35.1654097,128.9838349,부산광역시 사상구 괘법동 271-15,"['이색카페', ' 애견카페']",0,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54840/58827/54840_58827_74_0_2700_201842612250662.jpg
738,고집센그집갈비탕 부산대신점,0,월-금오전 11시 30분 - 오후 9시,35.1105936,129.0132123,부산광역시 서구 서대신동2가 233-1,"['갈비탕', ' 치즈갈비찜']",051-254-1220,음식점,0,0,0
739,대연횟집,0,0,35.1099439,129.0196334,부산광역시 서구 동대신동1가 164-5,"['횟집', ' 모듬회']",051-243-5601,음식점,0,0,0
740,흑룡,0,매일오전 11시 - 오후 9시,35.2119401,129.013689,부산광역시 북구 덕천동 387-3,"['중국집', ' 짬뽕']",051-337-6344,음식점,0,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53151/54171/53151_54171_89_0_9087_2016125201732913.jpg
741,금정갈비,0,"월-금,토정오 12시 - 오후 10시|일요일정오 12시 - 오후 9시 30분",35.2218171,129.113261,부산광역시 금정구 금사동 50-1,"['돼지갈비', ' 갈비']",051-522-8387,음식점,0,0,0
